,sample_id,class,topic,eta,muFA,probabilities
53,53,1,Topic 1,0.7162913047343773,0.21307404543090586,0.16563319672569943
54,54,1,Topic 1,-0.5572417398387425,-0.35281666450863736,0.050914796358480584
55,55,1,Topic 1,-0.9562494489672169,-0.24022261411480028,0.037069846815218244
56,56,1,Topic 1,-0.635498573873158,-0.4706457190849172,0.055765713984362565
57,57,1,Topic 1,0.8611490160487288,0.38387502405551405,0.12094585387218809
58,58,1,Topic 1,1.840752619568131,0.8525276033466249,0.40935755775873434
59,59,1,Topic 1,-0.4255777036115103,-0.018961768908081097,0.020019199481787084
60,60,1,Topic 1,-0.8777709938510656,-0.2317289704372952,0.01682213258444965
61,61,1,Topic 1,-1.0134539142541725,-0.3319707899815417,0.009628985246960375
62,62,1,Topic 1,3.370099028870986,1.340322720854311,0.8131104464423116
63,63,1,Topic 1,0.9620898228600988,0.4380802491346312,0.24139686294637175
64,64,1,Topic 1,-1.1914408975059787,-0.3636969781469578,0.011932643293304585
65,65,1,Topic 1,-1.7020784936318878,-0.8000353119091402,0.0037060193550913913
66,66,1,Topic 1,-1.3678688687197869,-0.3148281660028782,0.01147394814925112
67,67,1,Topic 1,-0.17900126305722266,0.010724633583222305,0.05826524628013022
68,68,1,Topic 1,1.1176507387561798,0.5404141872343629,0.15723126127617645
69,69,1,Topic 1,0.27915231052445016,0.1558536980521559,0.08587254002209697
70,70,1,Topic 1,-0.513714504797685,-0.2960490685335413,0.07173565720065735
71,71,1,Topic 1,-0.255020867594706,0.054394537897120156,0.05540235891748539
72,72,1,Topic 1,1.7561188125381102,0.937267366361607,0.24621357797123758
73,73,1,Topic 1,0.6519960481128046,0.23626232821655546,0.17020331075332665
74,74,1,Topic 1,0.21110301385930427,0.036120756527338,0.10427871394884394
75,75,1,Topic 1,-1.148158435692055,-0.2848531027392837,0.01888039578244091
76,76,1,Topic 1,0.9611357028688899,0.6674599578156222,0.18843637155021303
77,77,1,Topic 1,-1.0878791835124084,-0.3718547903227091,0.010710075653082542
78,78,1,Topic 1,0.35661202841528217,0.3819198946849183,0.09461588505636165
79,79,1,Topic 1,-0.8817745546367023,-0.2682254808298748,0.011115901123137272
80,80,1,Topic 1,1.0338280287202768,0.47766193434016807,0.23786748087838522
81,81,1,Topic 1,-1.3850394215035093,-0.759701665696297,0.01182032162260376
82,82,1,Topic 1,0.043171406673795015,0.07658929354636242,0.05129610839036417
83,83,1,Topic 1,1.0152956925211176,0.5539567458613435,0.1105145153474671
84,84,1,Topic 1,-1.50329917193664,-0.6056950094332046,0.010177260882182236
85,85,1,Topic 1,2.7500071946159337,0.8898897372372199,0.6582114773427243
86,86,1,Topic 1,-1.4467221238945365,-0.522280855926423,0.01996317738123621
87,87,1,Topic 1,2.585387101132413,0.7198369313124932,0.6690103294181408
88,88,1,Topic 1,1.0072208002628804,0.5495839428826438,0.10094550815827216
89,89,1,Topic 1,-0.2922892643182479,0.016514237398107645,0.05304845383463946
90,90,1,Topic 1,-1.3274060478671024,-0.47828462112400394,0.007459903628332437
91,91,1,Topic 1,1.7711740878579658,0.6658981622599685,0.42824667751794154
92,92,1,Topic 1,0.23507344786864334,0.2728114995433358,0.10930254491363599
93,93,1,Topic 1,-0.5670104551519288,-0.17533360227094047,0.06782433839355707
94,94,1,Topic 1,-0.979792142584315,-0.3781712892872736,0.028296247754889002
95,95,1,Topic 1,-1.5118008506977,-0.5164143484800904,0.01926189078612388
96,96,1,Topic 1,-1.0033610384293812,-0.354036580046042,0.013502602499812059
97,97,1,Topic 1,0.08669205402736814,0.062201729930859574,0.07240953904459574
98,98,1,Topic 1,-0.9757410292243269,-0.38349263768094477,0.023980189554796826
99,99,1,Topic 1,1.0733933719741526,0.0025434314194967837,0.1781077127790818
100,100,1,Topic 1,-0.8486522377678885,-0.13326993646531798,0.007013288478769486
101,101,1,Topic 1,-0.08820560096010872,-0.14218219069517007,0.05496402677125524
102,102,1,Topic 1,-1.5805029863899962,-0.8062781758085703,0.009389496943124959
103,103,1,Topic 1,-1.4300827751642695,-0.6386486938398188,0.012860392768934388
104,104,1,Topic 1,-1.6003885059942056,-0.6971562514247874,0.006955996087060647
105,105,1,Topic 1,-1.1610218002099346,-0.2346724317633389,0.0237188721979765
106,106,1,Topic 1,1.7185184017373445,0.3978756015656218,0.3693126029403145
107,107,1,Topic 1,-0.9704113938986748,-0.2551361649168819,0.006331212422278013
108,108,1,Topic 1,-0.3012896936569783,0.12113270366869222,0.02933592413093359
109,109,1,Topic 1,-1.5278310148395033,-0.48949836784535306,0.014712780836700556
110,110,1,Topic 1,0.6183992449344744,0.2670406355930501,0.10154373416655689
111,111,1,Topic 1,-0.8680581535487052,-0.31794453806732864,0.02130924232854381
112,112,1,Topic 1,-0.7364672280121449,-0.21767636656897094,0.04298410813259776
113,113,1,Topic 1,-0.9590520536368412,-0.41153815443020014,0.042318298710941116
114,114,1,Topic 1,2.8092922681456773,1.1892379805081148,0.7034980822326387
115,115,1,Topic 1,-1.5794651881638242,-0.6465955097389969,0.008916788107921132
116,116,1,Topic 1,-0.006313434095294115,-0.23459088737072561,0.05555559029498376
117,117,1,Topic 1,-0.5891489350905589,-0.3458907844712433,0.04400487741901898
118,118,1,Topic 1,-1.3748133794730242,-0.6685851553174936,0.013098202359429129
119,119,1,Topic 1,-0.20140228979854083,-0.17025237097808368,0.05842085118307993
120,120,1,Topic 1,-1.358079842540199,-0.7728833059963163,0.009611988481323922
121,121,1,Topic 1,-0.5329035002069238,-0.19812298912616022,0.008887330192955198
122,122,1,Topic 1,-1.493102041226099,-0.6964268976214716,0.00950202269330972
123,123,1,Topic 1,-1.712447342757787,-0.8443075391355033,0.01635250863761731
124,124,1,Topic 1,-1.2028466082171263,-0.228610568693217,0.01662286279701762
125,125,1,Topic 1,-1.333583919287386,-0.27460897235483056,0.01214870923076147
126,126,1,Topic 1,0.46324737209741285,0.27910579707473215,0.09699805830775712
127,127,1,Topic 1,-0.9798893186738032,-0.48229564258768187,0.011510879057067804
128,128,1,Topic 1,-1.3121292714732884,-0.5234044255787145,0.006113071386309063
129,129,1,Topic 1,-0.33238543326954784,-0.5094228426437024,0.07622836059627708
130,130,1,Topic 1,-1.391720551722707,-0.5359356059348095,0.013260004962916046
131,131,1,Topic 1,1.5717787187300534,0.7019243581660628,0.2880746466763095
132,132,1,Topic 1,0.6163094573796949,0.2602335796594259,0.10140359347724881
133,133,1,Topic 1,1.0204580579675255,-0.12906977057671093,0.1721091242448054
134,134,1,Topic 1,-0.8460587340533788,-0.2826357795978358,0.03176294549654077
135,135,2,Topic 1,0.31321519709243134,-0.018859741200034124,0.09449713377337039
136,136,2,Topic 1,0.34689658681559593,0.21998961453170504,0.12128156681663015
137,137,2,Topic 1,-0.9462869055202675,-0.1798636730543976,0.032558807169124335
138,138,2,Topic 1,-1.7017241277296966,-0.5342491634758826,0.014800075779793831
139,139,2,Topic 1,-1.3086401136313637,-0.47362616490587056,0.010619487536346917
140,140,2,Topic 1,0.6860827506566721,0.4855507402422494,0.18195869702743295
141,141,2,Topic 1,-0.36260531952671327,0.06221476255431491,0.07198463755763616
142,142,2,Topic 1,-0.7674062835859901,-0.22834670810274357,0.03882794551304146
143,143,2,Topic 1,-0.8448121452889789,0.03213849054242749,0.022521009411119144
144,144,2,Topic 1,-0.9949404045711085,-0.2955299203176974,0.019586828976775623
145,145,2,Topic 1,0.027888928968495836,-0.061217572751927816,0.015220723997403643
146,146,2,Topic 1,-0.6252261127697256,-0.15082363963201428,0.039462732489876605
147,147,2,Topic 1,3.4990964850511785,1.3599636600867044,0.8700548581959211
148,148,2,Topic 1,1.1609319992181415,0.7536326874130311,0.2076344428079214
149,149,2,Topic 1,0.9972401030333384,0.5830457207356954,0.216272800413131
150,150,2,Topic 1,-0.7503552367617402,-0.07106150012648418,0.011101134989682314
151,151,2,Topic 1,-1.384905777251,-0.40809850678939136,0.029048848097734357
152,152,2,Topic 1,0.2555056090316428,-0.008953173460523137,0.10705401346410884
153,153,2,Topic 1,2.5906259579825193,0.8489699939110733,0.6265220670209605
154,154,2,Topic 1,1.3747922803298582,0.4517720662309007,0.39884790310789636
155,155,2,Topic 1,-0.12727747868493214,-0.14785422150378486,0.03434974335276562
156,156,2,Topic 1,-0.19747705289231388,-0.06247683292035008,0.08191713941218713
157,157,2,Topic 1,-0.4429334887502258,-0.2284150014298439,0.05713445650363763
158,158,2,Topic 1,-1.118834156432222,-0.62339876507196,0.0168939770131565
159,159,2,Topic 1,-1.2992551722906653,-0.23895504855079627,0.014244064596732008
160,160,2,Topic 1,-1.1545346665754006,-0.3351840918625,0.013188752276744422
161,161,2,Topic 1,1.35156236163293,0.5021280518921624,0.20459800445105694
162,162,2,Topic 1,-0.6627836525432359,0.1405947173797896,0.016433897346661248
163,163,2,Topic 1,-1.3487752432753022,-0.4867687377519836,0.007970905658077404
164,164,2,Topic 1,-0.7625342746144825,-0.20039708486410096,0.018955839074162498
165,165,2,Topic 1,0.8958300609976446,0.3659982098531671,0.08224378144133665
166,166,2,Topic 1,-1.0289809315593748,-0.40122440409224475,0.008706963655484852
167,167,2,Topic 1,-1.8005521997378096,-0.3482542719507647,0.012568714092638732
168,168,2,Topic 1,-1.4277280940512247,-0.5302683858833863,0.011279578160438078
169,169,2,Topic 1,-0.20544293086552873,-0.29999129440263317,0.07974229816412291
170,170,2,Topic 1,-1.187485100050711,-0.24296884081507703,0.01280109607379986
171,171,2,Topic 1,-1.4271830936427319,-0.312177669704203,0.01917040570016316
172,172,2,Topic 1,-1.6383723320436403,-0.5546044226394401,0.012189032054768319
173,173,2,Topic 1,0.9499289433281973,-0.01877928334083973,0.24382184016247732
174,174,2,Topic 1,-0.6267776589435892,0.25439430401933505,0.03604553178859489
175,175,2,Topic 1,-1.25458404210788,-0.561613909264909,0.013269153016747914
176,176,2,Topic 1,0.573049184896338,-0.01552088437548308,0.11219161449986884
177,177,2,Topic 1,-0.3529077571557762,0.04964853191489672,0.04191494371953184
178,178,2,Topic 1,-1.236105027315506,-0.45623827955859964,0.01192835324946865
179,179,2,Topic 1,1.3440565039397874,0.46075326097404457,0.2550600725794303
180,180,2,Topic 1,1.3781821655827973,0.6816624147260464,0.05316736115546423
181,181,2,Topic 1,-1.5313422759473685,-0.5324962157940871,0.010479051621457574
182,182,2,Topic 1,1.3604006888186042,0.426493617160566,0.29767970602593735
183,183,2,Topic 1,0.7643115971468962,0.22194026590788235,0.11445509566846973
184,184,2,Topic 1,-1.2283767514512527,-0.5368708003120085,0.017352499045494213
185,185,2,Topic 1,1.7295932606660738,0.6019655753732747,0.335108162363902
186,186,2,Topic 1,-0.5803914392263347,0.01146788139093231,0.003166561256665542
187,187,2,Topic 1,0.019775375227319092,0.09098045141624184,0.09861487398330361
188,188,2,Topic 1,3.406493740654047,1.0282562817144865,0.833062391722857
189,189,2,Topic 1,-0.18498247033719128,-0.04942005457584895,0.07479491488344074
190,190,2,Topic 1,-0.9701814980813498,-0.1932461389894741,0.0065572936103058714
191,191,2,Topic 1,-1.0231669742763538,-0.37447373733458095,0.013404417557934697
192,192,2,Topic 1,-1.1581573602462854,-0.39118066614173996,0.010830716690650213
193,193,2,Topic 1,-0.6848105626079658,-0.385885878947652,0.05200179615589031
194,194,2,Topic 1,2.628719824643697,0.8294473872338919,0.5224668830334677
195,195,2,Topic 1,-1.1910742981937585,-0.05376383465281744,0.02880943275121949
196,196,2,Topic 1,-1.0577975901297831,-0.4245293095669455,0.012774359496571281
197,197,2,Topic 1,-1.4257909460914828,-0.7112911030302294,0.013156080338021566
198,198,2,Topic 1,-0.1428366727867601,-0.14756022445440314,0.09268084040823268
199,199,2,Topic 1,1.7400652460469013,0.5730334888599365,0.3406327494122156
200,200,2,Topic 1,0.11183745745310407,0.0853161396304033,0.12366722778804892
201,201,2,Topic 1,-0.3171208639453709,-0.2740800367867822,0.039881725660708786
202,202,2,Topic 1,-1.1229415530736453,-0.2140066334295048,0.01508318356095604
203,203,2,Topic 1,-1.30095321248905,-0.5443166283072395,0.008924657862098385
204,204,2,Topic 1,-1.4836678941946568,-0.7507616209674223,0.0160406659650419
205,205,2,Topic 1,-1.3574428828438734,-0.6365295269209478,0.013222049754133984
206,206,2,Topic 1,-0.8716321684217692,-0.24393928308697557,0.032887983992916085
207,207,2,Topic 1,1.182178691236304,0.37395134848359357,0.25833533305106
208,208,2,Topic 1,-1.4692930127009107,-0.6489968087246515,0.006924857245697622
209,209,2,Topic 1,-1.021278629931103,-0.26153803127116726,0.024714009124757453
210,210,2,Topic 1,0.9430277371179687,0.21425243415243414,0.03920097431701462
211,211,2,Topic 1,-1.40698366055274,-0.48527914169061226,0.01203840267062774
212,212,2,Topic 1,1.228599337462609,0.5801744160608372,0.34975335279864045
213,213,2,Topic 1,0.8262634380179521,0.0004166958540515484,0.16693530301782816
214,214,2,Topic 1,-1.574623786781132,-0.4698626312907091,0.015799559995479436
215,215,2,Topic 1,-0.7409836201485419,0.03353871268964918,0.034204507292779435
216,216,2,Topic 1,-1.1488340585658998,-0.34540172726191437,0.02640521282367573
217,217,2,Topic 1,-1.7788527265467422,-0.9344291451627068,0.007560175503008875
218,218,2,Topic 1,2.687815081947451,0.817380831539627,0.5524866950693146
219,219,2,Topic 1,-0.6631641070187679,-0.2588987855113308,0.036880562313815604
220,220,2,Topic 1,1.3220912008994303,0.5524058039756168,0.1119342073173462
221,221,2,Topic 1,0.20126506368994787,0.031142496921382885,0.1249557815864154
222,222,2,Topic 1,-0.24344993142389812,-0.03042177305540375,0.04191763768852225
223,223,2,Topic 1,-1.5663839209108705,-0.47495472974084185,0.023288103204098867
224,224,2,Topic 1,-1.2905478945337914,-0.3789124238674849,0.018423529379466064
225,225,2,Topic 1,0.6548954203513012,0.2678565764418013,0.06934229300119256
226,226,2,Topic 1,0.6472663444545825,0.0970515277584774,0.18931042972517015
227,227,2,Topic 1,-1.3132361765855973,-0.4392119105328901,0.01219794814452681
228,228,2,Topic 1,-0.6407183053178588,0.1064685744667856,0.030316060420452012
229,229,2,Topic 1,0.9863297976897807,0.6078165895359405,0.230651919669404
230,230,2,Topic 1,-0.3765277914051236,-0.05918466627294446,0.06701149668272645
231,231,2,Topic 1,0.684515711620032,0.4316383429660456,0.06738738614067284
232,232,2,Topic 1,-1.0747914054854786,-0.3223049752407172,0.01751665691545665
233,233,2,Topic 1,-1.6687522958802872,-0.8318303973896026,0.009760968093598355
234,234,2,Topic 1,-1.563191364876104,-0.9057786970242804,0.005499237129061732
235,235,2,Topic 1,0.3437159359140631,0.22031128720053814,0.06391169379957554
236,236,2,Topic 1,-0.46203697101227964,0.055030976435155886,0.03959744917826953
237,237,2,Topic 1,1.4002697968182292,0.5870901166168448,0.30163657743562283
238,238,2,Topic 1,0.9116307767001793,0.5444929098086312,0.15020182136523486
239,239,2,Topic 1,1.9869555643931396,0.8077433559108781,0.4673709062503117
240,240,2,Topic 1,0.569400843214198,0.06413425157176414,0.12769343510632217
241,241,2,Topic 1,-0.44665522129070084,0.10646961476947843,0.031088160578214313
242,242,2,Topic 1,1.2971200653293709,0.6159391391927089,0.2596128463327219
243,243,2,Topic 1,-0.20517567569905426,-0.1435411246579518,0.07006281159389727
244,244,2,Topic 1,-0.7690779024627695,-0.2621210726276455,0.05424311268084399
245,245,2,Topic 1,2.0748577242902853,0.7248138824584529,0.5025461028742791
246,246,2,Topic 1,-1.196554012651911,-0.24173731088953104,0.011379180260227634
247,247,2,Topic 1,-0.9028424995740716,-0.4416785020575363,0.017243651973955533
248,248,2,Topic 1,-0.860916314205753,-0.32538304680315955,0.03592732312301123
249,249,2,Topic 1,0.3949781962394401,0.05296234895624971,0.08486279132116413
250,250,2,Topic 1,0.3961485402745713,0.20951620165097928,0.09979592725800768
251,251,2,Topic 1,-1.4130569836514777,-0.6055010441306466,0.00696281385007056
252,252,2,Topic 1,3.3604363894206823,1.4670341773739675,0.6434398449860199
253,253,2,Topic 1,2.6270399017355603,1.1416077458713536,0.6239569774241034
254,254,2,Topic 1,-1.4569998104500403,-0.41748954518751696,0.012147949305244092
255,255,2,Topic 1,-1.3366396606067625,-0.48757420045224326,0.004444981282231935
256,256,2,Topic 1,1.6794975023303922,0.5153096871449526,0.2877631025710318
257,257,2,Topic 1,0.4683600902340987,0.28273435197512475,0.12445790212603328
258,258,2,Topic 1,-1.237898287875023,-0.2541139656527651,0.018277354616641258
259,259,2,Topic 1,-1.189551292125526,-0.36513115393555245,0.012005770745988893
260,260,2,Topic 1,-1.1543813133653482,-0.35094382455394263,0.016784136743601893
261,261,2,Topic 1,2.2156720374917893,0.9486299327844512,0.38709351979176865
262,262,2,Topic 1,-0.7684590169069158,-0.1524634802861393,0.010962589659128708
263,263,2,Topic 1,2.3324972596765026,0.9952582269137166,0.4674571719796104
264,264,2,Topic 1,-0.8754525744854881,-0.19786178201248714,0.028442879556378878
265,265,2,Topic 1,0.022518617236742255,0.05532648239193136,0.05434975652227191
266,266,2,Topic 1,-1.0944251247824304,-0.2854378236211668,0.019433703998569807
267,267,2,Topic 1,-0.5888489285876445,-0.18102171552363908,0.05864741061471714
268,268,2,Topic 1,-1.6035163285833047,-0.42131791902359184,0.009966181153526594
269,269,2,Topic 1,-1.4533098122644383,-0.2698471314829817,0.020473755476397282
270,270,2,Topic 1,-0.8907844480964654,-0.293153393066533,0.009376500570164766
271,271,2,Topic 1,-1.3831079604945704,-0.41103415918220226,0.010701815613031431
272,272,2,Topic 1,-0.9222370926354252,-0.11849517941684241,0.009174255055267793
273,273,3,Topic 1,-1.6487936759448045,-0.397335214498123,0.014378244422940082
274,274,3,Topic 1,-0.9980759461057965,-0.1677465618392449,0.018682017992480676
275,275,3,Topic 1,0.4059268671442554,0.22056334397143085,0.09737523453507564
276,276,3,Topic 1,-1.1725946667845173,-0.4313980052457799,0.028248922688789643
277,277,3,Topic 1,-1.1556813121537062,-0.21502310106325462,0.020890401647718253
278,278,3,Topic 1,-0.020199772717255936,0.14012219803001338,0.06542977703550568
279,279,3,Topic 1,-0.0394193795755377,-0.19012141718909026,0.03107005934213255
280,280,3,Topic 1,-0.2634145242443712,0.17494010044792033,0.029738404871267363
281,281,3,Topic 1,-0.7929064798632679,-0.03907230703960608,0.025563464291762265
282,282,3,Topic 1,-0.7823652146999716,0.0473760648567651,0.02181461741192812
283,283,3,Topic 1,0.4532720258999397,0.19380265572882743,0.08288878136833105
284,284,3,Topic 1,0.2846442959560701,0.35180251090664993,0.08895374726022319
285,285,3,Topic 1,2.0344309335073936,0.7815710749571024,0.48923053183017084
286,286,3,Topic 1,-0.14224694815814728,-0.10759368780084418,0.08550491857371854
287,287,3,Topic 1,-0.1170020857099325,0.06159148116459245,0.052216631440253534
288,288,3,Topic 1,0.9604761701504548,0.5835624842383119,0.24954427909724117
289,289,3,Topic 1,1.234936774292629,0.40079920718701656,0.24665213833166183
290,290,3,Topic 1,1.5861712461153203,0.8801795903252649,0.27022934453561664
291,291,3,Topic 1,-0.5473907725668951,-0.1610944240121188,0.043549099056348
292,292,3,Topic 1,1.2629609516392064,0.8299044540488646,0.2716191454656977
293,293,3,Topic 1,-1.3362212045434354,-0.6856030439810158,0.017107658794957577
294,294,3,Topic 1,-0.1999607522881315,0.04721158857172362,0.05042520689280798
295,295,3,Topic 1,0.6519590979387543,0.5814358609450069,0.14636688554854071
296,296,3,Topic 1,1.442763163217877,0.6307974991550108,0.2665551231062954
297,297,3,Topic 1,1.6401592675108077,0.6530284628718551,0.43842739790551793
298,298,3,Topic 1,0.16512472127460523,0.3770979193057437,0.11123312207852554
299,299,3,Topic 1,1.7927867486900313,0.9367209841079067,0.4035006932300176
300,300,3,Topic 1,-0.8907724899371035,-0.16333467147958744,0.030221830936113556
301,301,3,Topic 1,-1.0413507691848167,-0.5690263171962723,0.026077278047774512
302,302,3,Topic 1,0.9988240221071194,0.6641021493497898,0.2830001084386806
303,303,3,Topic 1,-0.836093013196997,-0.20381645329995013,0.026452936131936045
304,304,3,Topic 1,-0.7622384364511863,0.004314064825429139,0.038424196547322285
305,305,3,Topic 1,0.7969290413615763,0.482401757702957,0.15067092578589036
306,306,3,Topic 1,1.9252901544754872,0.847929429478782,0.40388864264971713
307,307,3,Topic 1,-0.906666849556521,-0.01722935240241426,0.029360934823568594
308,308,3,Topic 1,-1.249996746427446,-0.5312097398605492,0.011932037386770341
309,309,3,Topic 1,1.414371339934643,0.6021722246691519,0.27405854560348536
310,310,3,Topic 1,-0.18864328373782097,0.14451413930221493,0.07330471348664098
311,311,3,Topic 1,-1.218991647078619,-0.7228112725693854,0.006633988950631324
312,312,3,Topic 1,-0.7196453978043075,0.05387969361848321,0.026371004444827557
313,313,3,Topic 1,0.8127787619231515,0.2018269706131157,0.13769616256692102
314,314,3,Topic 1,0.27881497154669893,0.041776514859369895,0.09467497780630554
315,315,3,Topic 1,-1.0168750553571027,-0.11979499473302517,0.02587591886161271
316,316,3,Topic 1,-0.2554507520081118,0.05837596500290398,0.0684098556693001
317,317,3,Topic 1,-0.1163673118957349,0.2821801117628955,0.05184276242736946
318,318,3,Topic 1,0.10374197616008769,-0.022404013394808457,0.062263576088257507
319,319,3,Topic 1,-0.665700427904912,0.03844401265262206,0.022289507102364273
320,320,3,Topic 1,0.8750453296253584,0.37147109773846576,0.12731844555915828
321,321,3,Topic 1,0.5820988957289512,0.27206098505859866,0.18386958735696138
322,322,3,Topic 1,0.9141443707991624,0.3664219374533865,0.14165337882657558
323,323,3,Topic 1,0.7882008594921802,0.4336531590607061,0.13443801563969818
324,324,3,Topic 1,0.6888610602522915,0.35699524373796904,0.17110030910818136
325,325,3,Topic 1,1.7062185638955596,0.5383260889748944,0.31920865843903984
326,326,3,Topic 1,-1.2348673575399518,-0.18706611788419789,0.016532212040944887
327,327,3,Topic 1,-0.20762854376201081,0.2976214360969879,0.01592861047334657
328,328,3,Topic 1,-0.6386436023022847,0.005444912844606329,0.007551846706426945
329,329,3,Topic 1,-0.9860914053200478,-0.16150754521425023,0.01635724688679513
330,330,3,Topic 1,-0.06989578444561069,-0.006441782403825159,0.07159297052394159
331,331,3,Topic 1,-1.3799215416224007,-0.3609039099962009,0.022709788481608796
332,332,3,Topic 1,0.5605851827457736,0.36201470635105965,0.10723377651595972
333,333,3,Topic 1,-0.2790663146818523,0.09818131346116041,0.04282783197166407
334,334,3,Topic 1,-0.8955143366487401,-0.3778766130965194,0.012677152401432896
335,335,3,Topic 1,1.5587557438351378,0.8743339344623308,0.39428415347446955
336,336,3,Topic 1,0.7374798971207065,0.5553099738794254,0.09994521121910671
337,337,3,Topic 1,-0.8977959062258907,-0.48707611654315003,0.01901990500228286
338,338,3,Topic 1,-0.43864007722645526,0.0709121135285033,0.013602734001520497
339,339,3,Topic 1,1.7857283979909073,1.2200394543994955,0.45458049189293237
340,340,3,Topic 1,-0.01551976038273958,-0.13142954948701774,0.033993699553420034
341,341,3,Topic 1,-0.9716823639948503,-0.37736878664686785,0.014693899010020762
342,342,3,Topic 1,0.6412271173737943,0.6247803064719547,0.09335196293996445
343,343,3,Topic 1,0.8819044965738759,0.22406752616394837,0.10880789082384647
344,344,3,Topic 1,0.08482219812604858,0.23774185099201714,0.062244501576523205
345,345,3,Topic 1,-1.086937430831177,-0.24086405082612247,0.009933222622093032
346,346,3,Topic 1,-1.009328894995121,-0.5699343037393196,0.006631563643699197
347,347,3,Topic 1,0.9247013110039529,0.6498990077969125,0.19490116447361444
348,348,3,Topic 1,0.8758750426340806,0.4902867124753495,0.1590205915431377
