,sample_id,class,factor,value
291,291,3,Factor 1,-0.0768472360263162
292,292,3,Factor 1,-0.6976848621118591
293,293,3,Factor 1,0.516392030974158
294,294,3,Factor 1,-0.05886966933393341
295,295,3,Factor 1,-0.569149090157268
296,296,3,Factor 1,-0.18237913771105127
297,297,3,Factor 1,0.029137022413717174
298,298,3,Factor 1,-0.6476442917656065
299,299,3,Factor 1,-0.5762307000863564
300,300,3,Factor 1,-0.2366360243509424
301,301,3,Factor 1,0.5455333582110077
302,302,3,Factor 1,-0.5718675586440035
303,303,3,Factor 1,-0.2220226342472606
304,304,3,Factor 1,-0.4387901519676689
305,305,3,Factor 1,-0.1819561935738971
306,306,3,Factor 1,-0.20809414328372347
307,307,3,Factor 1,-0.5372999693016824
308,308,3,Factor 1,0.25228317703440994
309,309,3,Factor 1,-0.11895593714216117
310,310,3,Factor 1,-0.2276669400267323
311,311,3,Factor 1,0.538857719180863
312,312,3,Factor 1,-0.5089741972126384
313,313,3,Factor 1,0.2920219177413915
314,314,3,Factor 1,0.15776756571419262
315,315,3,Factor 1,-0.41198341456216303
316,316,3,Factor 1,-0.1822548103035316
317,317,3,Factor 1,-0.5469878181604152
318,318,3,Factor 1,0.2887642950327461
319,319,3,Factor 1,-0.4249227187551307
320,320,3,Factor 1,-0.15532009550160458
321,321,3,Factor 1,-0.10871505876082213
322,322,3,Factor 1,-0.09779627902568226
323,323,3,Factor 1,-0.20679776408588402
324,324,3,Factor 1,-0.12971515163179498
325,325,3,Factor 1,0.19418555656647837
326,326,3,Factor 1,-0.4748705932921901
327,327,3,Factor 1,-0.716294295735406
328,328,3,Factor 1,-0.35457504834002584
329,329,3,Factor 1,-0.3433245098401988
330,330,3,Factor 1,0.15676056663680724
331,331,3,Factor 1,-0.24657375626109224
332,332,3,Factor 1,-0.19176137850546607
333,333,3,Factor 1,-0.36622995920583895
334,334,3,Factor 1,0.22923545031473702
335,335,3,Factor 1,-0.611568149719955
336,336,3,Factor 1,-0.40230242355931867
337,337,3,Factor 1,0.39127090579375423
338,338,3,Factor 1,-0.37235616268623545
339,339,3,Factor 1,-1.0742443061645344
340,340,3,Factor 1,0.32002639555041307
341,341,3,Factor 1,0.24938157075964662
342,342,3,Factor 1,-0.7148149008898197
343,343,3,Factor 1,0.3226381803786293
344,344,3,Factor 1,-0.32126660246537203
345,345,3,Factor 1,-0.22521312699894316
346,346,3,Factor 1,0.5829163906350114
347,347,3,Factor 1,-0.5014011530403879
348,348,3,Factor 1,-0.29987660363617535
349,349,3,Factor 1,-0.005962627371424228
350,350,3,Factor 1,0.0913615397107203
351,351,3,Factor 1,-0.5814881882285674
352,352,3,Factor 1,-0.8628597178410535
353,353,3,Factor 1,-0.5154628094529431
354,354,3,Factor 1,-0.1964498732598083
355,355,3,Factor 1,0.10772567009096908
356,356,3,Factor 1,-0.19068008084662905
357,357,3,Factor 1,-0.6930424517658996
358,358,3,Factor 1,0.06166304799544647
359,359,3,Factor 1,-0.9749774994988253
360,360,3,Factor 1,0.12287818364048729
361,361,3,Factor 1,0.4007213074164757
362,362,3,Factor 1,-0.4361017197572961
363,363,3,Factor 1,-0.21327928955782516
364,364,3,Factor 1,-0.40501709886199544
365,365,3,Factor 1,-0.03503779788793483
366,366,3,Factor 1,-0.5971765080644423
367,367,3,Factor 1,0.061545439476979144
368,368,3,Factor 1,0.06270011249996103
369,369,3,Factor 1,0.30441433163921017
370,370,3,Factor 1,-0.7797258440186062
371,371,3,Factor 1,0.06835762904933163
372,372,3,Factor 1,-0.19023473305402727
373,373,3,Factor 1,-0.6012155275560221
374,374,3,Factor 1,-0.16387200841032032
375,375,3,Factor 1,-0.2902766870611043
376,376,3,Factor 1,0.11217325122768813
377,377,3,Factor 1,-0.4726699461000274
378,378,3,Factor 1,-0.44363894372258955
379,379,3,Factor 1,0.04553863956668907
380,380,3,Factor 1,-0.4110843063190378
381,381,3,Factor 1,-0.18991601977854808
382,382,3,Factor 1,-0.43209044456141293
383,383,3,Factor 1,-0.04109828925072509
384,384,3,Factor 1,-0.14896087974971564
385,385,3,Factor 1,-0.2853041275360373
386,386,3,Factor 1,-0.34777951336727425
387,387,3,Factor 1,-0.4376873049281237
388,388,3,Factor 1,-0.4372476451781307
389,389,3,Factor 1,-0.18243875275742347
390,390,3,Factor 1,-0.1371157333055643
391,391,3,Factor 1,-0.17239098845055306
392,392,3,Factor 1,-0.4588807523291395
393,393,3,Factor 1,-0.6171960532904981
394,394,3,Factor 1,0.21607447126142743
395,395,3,Factor 1,0.22950329151298343
396,396,3,Factor 1,-0.30159289156444
397,397,3,Factor 1,0.19827081789706366
398,398,3,Factor 1,-0.3305643643096287
399,399,3,Factor 1,0.005491605198431543
400,400,3,Factor 1,-0.48342585640267116
401,401,3,Factor 1,-0.4798502311896178
402,402,3,Factor 1,-0.3213874436069038
403,403,3,Factor 1,-0.18708803142730468
404,404,3,Factor 1,0.12976265844175203
405,405,3,Factor 1,-0.4573777036992642
406,406,3,Factor 1,-0.5252465334641805
407,407,3,Factor 1,-0.16605514985534542
408,408,3,Factor 1,-0.2797406810622194
409,409,3,Factor 1,0.07661866274114978
410,410,3,Factor 1,-0.26727859278512034
411,411,3,Factor 1,-0.5252467224863183
412,412,3,Factor 1,-0.4397567755498797
413,413,3,Factor 1,-0.6785612723414719
414,414,3,Factor 1,-0.006779544066896433
415,415,3,Factor 1,-0.5848383599225049
416,416,3,Factor 1,-0.3023874934410384
417,417,3,Factor 1,-0.45055447619910677
418,418,3,Factor 1,-0.5079884434883954
419,419,3,Factor 1,-0.49162352804027376
420,420,3,Factor 1,-0.03637480990733752
421,421,3,Factor 1,-0.3319120607171106
422,422,3,Factor 1,-0.7339805063691464
423,423,3,Factor 1,-0.39345485611187625
424,424,3,Factor 1,-0.3648522650772189
425,425,3,Factor 1,-0.47371330154764335
426,426,3,Factor 1,0.24148762940363083
427,427,3,Factor 1,-0.3062770918407697
428,428,3,Factor 1,-0.44641758691752936
429,429,3,Factor 1,-0.7514105004799071
430,430,3,Factor 1,-0.18069135421023105
431,431,3,Factor 1,0.06485541646815329
432,432,3,Factor 1,-0.2373028085277149
433,433,3,Factor 1,-0.30811335575478566
434,434,3,Factor 1,-0.393551977275802
435,435,3,Factor 1,-0.534211083943499
436,436,3,Factor 1,-0.22236936830080672
437,437,3,Factor 1,0.5833392393099328
438,438,3,Factor 1,-0.6199239570291628
439,439,3,Factor 1,-0.15128252642024
440,440,3,Factor 1,-0.29400305660631293
441,441,3,Factor 1,-0.354003660419662
442,442,3,Factor 1,-0.4054113619546433
443,443,3,Factor 1,-0.29991898964877733
444,444,3,Factor 1,-0.4055637480084059
445,445,3,Factor 1,-0.728411921693494
446,446,3,Factor 1,-0.18141204965523614
447,447,3,Factor 1,-0.746529564530186
448,448,3,Factor 1,-0.1784738267894702
449,449,3,Factor 1,-0.8095266514985672
450,450,3,Factor 1,0.0329191819248204
451,451,3,Factor 1,0.11894065122709878
452,452,3,Factor 1,0.22548441366424304
453,453,3,Factor 1,-0.09743713335172467
454,454,3,Factor 1,-0.3136633379628532
455,455,3,Factor 1,0.0010204092996483143
456,456,3,Factor 1,-0.054308809552696916
457,457,3,Factor 1,-0.8931328162915407
458,458,3,Factor 1,-0.28049328759591907
459,459,3,Factor 1,0.2731129752474361
460,460,3,Factor 1,0.25797858671637325
461,461,3,Factor 1,-0.3155021887250526
462,462,3,Factor 1,-0.08390372878045782
463,463,3,Factor 1,-0.09148384947384237
464,464,3,Factor 1,-0.08680368859324337
465,465,4,Factor 1,-0.0578461742431296
466,466,4,Factor 1,-0.4342662088861968
467,467,4,Factor 1,0.08197094579612957
468,468,4,Factor 1,0.5088020989696433
469,469,4,Factor 1,0.5783870700592737
470,470,4,Factor 1,0.37096504093033544
471,471,4,Factor 1,0.21801448515218297
472,472,4,Factor 1,-0.30792089430181735
473,473,4,Factor 1,0.0021083553801410334
474,474,4,Factor 1,0.027968535682168862
475,475,4,Factor 1,0.20302785683280677
476,476,4,Factor 1,0.25646671443765123
477,477,4,Factor 1,-0.04623570223408023
478,478,4,Factor 1,0.36014178470259145
479,479,4,Factor 1,0.029116485022819417
480,480,4,Factor 1,0.566236774670493
481,481,4,Factor 1,0.21447575899627813
482,482,4,Factor 1,-0.5639308562102545
483,483,4,Factor 1,-0.07363927954504049
484,484,4,Factor 1,0.09362366135690793
485,485,4,Factor 1,0.47378008726288406
486,486,4,Factor 1,0.2444357410177474
487,487,4,Factor 1,0.07552346232961472
488,488,4,Factor 1,0.00805967788272646
489,489,4,Factor 1,-0.18131932252329902
490,490,4,Factor 1,-1.145743309712385
491,491,4,Factor 1,-0.4065368224333243
492,492,4,Factor 1,0.5851848851518514
493,493,4,Factor 1,-0.28167265938921443
494,494,4,Factor 1,0.22195773926192433
495,495,4,Factor 1,-0.7046190812603346
496,496,4,Factor 1,0.3470318138408432
497,497,4,Factor 1,-0.3008672297513237
498,498,4,Factor 1,-0.24332916756746226
499,499,4,Factor 1,-0.32311225771051316
500,500,4,Factor 1,0.39379191508588124
501,501,4,Factor 1,0.02274394102508227
502,502,4,Factor 1,0.06568698827330405
503,503,4,Factor 1,0.7835669766820957
504,504,4,Factor 1,0.017702878760586058
505,505,4,Factor 1,-0.2549756916444921
506,506,4,Factor 1,0.05323164964426982
507,507,4,Factor 1,0.5018555402585207
508,508,4,Factor 1,0.5994107975824317
509,509,4,Factor 1,-0.141121838988996
510,510,4,Factor 1,0.567709782945485
511,511,4,Factor 1,-0.5747410758394279
512,512,4,Factor 1,0.29259637294540636
513,513,4,Factor 1,0.37033203515880303
514,514,4,Factor 1,-0.8337917892953769
515,515,4,Factor 1,0.07076690306091418
516,516,4,Factor 1,1.0469483655797298
517,517,4,Factor 1,0.15603967425386706
518,518,4,Factor 1,-0.04204892839347432
519,519,4,Factor 1,-0.04275324298412074
520,520,4,Factor 1,-0.21781077507004948
521,521,4,Factor 1,-0.20865872117000134
522,522,4,Factor 1,0.20213318568413297
523,523,4,Factor 1,-0.4439282782920748
524,524,4,Factor 1,0.5427608894934135
525,525,4,Factor 1,0.23278733499401377
526,526,4,Factor 1,-0.267315093744472
527,527,4,Factor 1,-0.1313322680262942
528,528,4,Factor 1,0.3504817492315501
529,529,4,Factor 1,-0.4932950838742041
530,530,4,Factor 1,-0.6981739488423719
531,531,4,Factor 1,0.1865825889204909
532,532,4,Factor 1,0.2006138422033856
533,533,4,Factor 1,-0.2639375127572258
534,534,4,Factor 1,-0.31380738026448873
535,535,4,Factor 1,0.2811069211312961
536,536,4,Factor 1,-0.16412263542729671
537,537,4,Factor 1,0.7154941452046137
538,538,4,Factor 1,0.3011541188443073
539,539,4,Factor 1,-0.005769929785303925
540,540,4,Factor 1,0.1260496104147487
541,541,4,Factor 1,0.35020877474737055
542,542,4,Factor 1,-0.1621409263944664
543,543,4,Factor 1,-0.5747697345901234
544,544,4,Factor 1,0.06897494156320574
545,545,4,Factor 1,-0.16544476702631494
546,546,4,Factor 1,0.19704912274279113
547,547,4,Factor 1,-0.7614060350253106
548,548,4,Factor 1,-0.5527403873477424
549,549,4,Factor 1,-0.18136393768799913
550,550,4,Factor 1,-0.2379732673251668
551,551,4,Factor 1,-0.5720975323637835
552,552,4,Factor 1,-0.42803615619300367
553,553,4,Factor 1,-0.1412449071570686
554,554,4,Factor 1,0.3665675954281815
555,555,4,Factor 1,0.20990377921172249
556,556,4,Factor 1,-0.5269876048088236
557,557,4,Factor 1,-0.12803925299210464
558,558,4,Factor 1,-0.5678351507982475
559,559,4,Factor 1,0.17387484961090538
560,560,4,Factor 1,0.529600902301203
561,561,4,Factor 1,0.06629909318119465
562,562,4,Factor 1,-0.08004589715400262
563,563,4,Factor 1,-0.4151031204384665
564,564,4,Factor 1,-0.17202878634093793
565,565,4,Factor 1,0.1532687121420703
566,566,4,Factor 1,-0.23344021334547468
567,567,4,Factor 1,-0.2188557047552993
568,568,4,Factor 1,-0.4100104036399989
569,569,4,Factor 1,-0.03597044924544728
570,570,4,Factor 1,0.0042755558667748874
571,571,4,Factor 1,0.2436248268796675
572,572,4,Factor 1,-0.15939272605646085
573,573,4,Factor 1,0.01882942674959366
574,574,4,Factor 1,-0.8102340674746396
575,575,4,Factor 1,-0.3606450800759841
576,576,4,Factor 1,-0.5427655397735707
577,577,4,Factor 1,-0.7281690226339166
578,578,4,Factor 1,-0.19026361780993717
579,579,4,Factor 1,-0.4988233169380941
580,580,4,Factor 1,0.0449000360616286
581,581,4,Factor 1,0.4991996962026826
582,582,4,Factor 1,-0.33642126665869887
583,583,4,Factor 1,-0.36336596481418404
584,584,4,Factor 1,0.033269956237628025
585,585,4,Factor 1,0.6971947664070998
586,586,4,Factor 1,0.3651079244682114
587,587,4,Factor 1,0.07276842074986599
588,588,4,Factor 1,-0.006205019310348299
589,589,4,Factor 1,-0.5619522859453818
590,590,4,Factor 1,0.5181324944849536
591,591,4,Factor 1,0.5382322659873314
592,592,4,Factor 1,0.5872698380025094
593,593,4,Factor 1,-0.23719753211055944
594,594,4,Factor 1,-0.045535986821344396
595,595,4,Factor 1,0.5402780220648737
596,596,4,Factor 1,0.3404279903060253
597,597,4,Factor 1,-0.15630039283368205
598,598,4,Factor 1,0.20172788488816143
599,599,4,Factor 1,-0.6093570536375972
600,600,4,Factor 1,0.2642514697728293
601,601,4,Factor 1,0.5206785531338421
602,602,4,Factor 1,-0.4048705289205944
603,603,4,Factor 1,-0.2899678087286719
604,604,4,Factor 1,-0.6923020522650501
605,605,4,Factor 1,0.4487168797614835
606,606,4,Factor 1,0.06924065656604
607,607,4,Factor 1,-0.3945360849343417
608,608,4,Factor 1,-0.36576276475781316
609,609,4,Factor 1,-0.0142955929771903
610,610,4,Factor 1,-0.1593047996048825
611,611,4,Factor 1,-0.0925905387309944
612,612,4,Factor 1,-0.37630564959457685
613,613,4,Factor 1,0.37316765463491713
614,614,4,Factor 1,-0.11714980478124185
615,615,4,Factor 1,-0.04292674044893048
616,616,4,Factor 1,-0.496822929194486
617,617,4,Factor 1,-0.0668204566063375
618,618,4,Factor 1,-0.025869719423907055
619,619,4,Factor 1,0.10876524121628757
620,620,4,Factor 1,-0.19634930553304158
621,621,4,Factor 1,0.16702105623523672
622,622,4,Factor 1,0.6623715740487334
623,623,4,Factor 1,-0.20087394793099322
624,624,4,Factor 1,-0.3790930258609241
625,625,4,Factor 1,-0.4245462146569805
626,626,4,Factor 1,0.6509017758867647
627,627,4,Factor 1,-0.08911046321638122
628,628,4,Factor 1,-0.04720118065382355
629,629,4,Factor 1,-0.021034130583957058
630,630,4,Factor 1,0.0999389026572386
631,631,4,Factor 1,0.3637226290345812
632,632,4,Factor 1,-0.5510261006214219
633,633,4,Factor 1,-0.8206124802518603
634,634,4,Factor 1,-0.3768941712576552
635,635,4,Factor 1,-0.6330211567095041
636,636,4,Factor 1,-0.22518310128529376
637,637,4,Factor 1,-0.6524988648245735
638,638,5,Factor 1,0.1624816988724424
639,639,5,Factor 1,0.2104208027853853
640,640,5,Factor 1,0.7035310299126523
641,641,5,Factor 1,0.552691034954632
642,642,5,Factor 1,0.32430447039896093
643,643,5,Factor 1,0.602349464035419
644,644,5,Factor 1,0.4695508171727841
645,645,5,Factor 1,-0.023986354988527112
646,646,5,Factor 1,-0.1674165058712659
647,647,5,Factor 1,-0.44512342838593644
648,648,5,Factor 1,0.642922161490776
649,649,5,Factor 1,0.4443938761865999
